Week,Pen_ID,Time,Treatment,Gest_stage,Amb_Temp,RH,Mean
2,8_6,0.46597222222222223,C,Early,24.44,65.05,34.5
2,9_1,0.41875,C,Early,24.44,65.05,35
2,9_1,0.41875,C,Early,24.44,65.05,35
2,9_1,0.41944444444444445,C,Early,24.44,65.05,34.6
2,9_1,0.41944444444444445,C,Early,24.44,65.05,36.3
2,9_1,0.4201388888888889,C,Early,24.44,65.05,36.1
3,6_2,0.3680555555555556,C,Early,20.46,64,31.6
3,6_2,0.36875,C,Early,20.46,64,31.8
3,6_2,0.36875,C,Early,20.46,64,31.7
3,6_2,0.36944444444444446,C,Early,20.46,64,33.9
3,6_2,0.36944444444444446,C,Early,20.46,64,33.5
3,6_4,0.3763888888888889,C,Early,20.46,64,32.1
3,6_4,0.3763888888888889,C,Early,20.46,64,30.6
3,6_4,0.3763888888888889,C,Early,20.46,64,33.7
3,6_4,0.3770833333333333,C,Early,20.46,64,33.8
3,6_4,0.37777777777777777,C,Early,20.46,64,34.8
3,6_6,0.38333333333333336,C,Early,20.46,64,32
3,6_6,0.38333333333333336,C,Early,20.46,64,32.9
3,6_6,0.3840277777777778,C,Early,20.46,64,32.6
3,6_6,0.3840277777777778,C,Early,20.46,64,34.3
3,6_6,0.3840277777777778,C,Early,20.46,64,34.6
3,7_1,0.36666666666666664,C,Early,20.46,64,30.3
3,7_1,0.3659722222222222,C,Early,20.46,64,32.4
3,7_1,0.36666666666666664,C,Early,20.46,64,32.2
3,7_1,0.36736111111111114,C,Early,20.46,64,32.3
3,7_1,0.3680555555555556,C,Early,20.46,64,32.7
3,7_3,0.37430555555555556,C,Early,20.46,64,31.1
3,7_3,0.37430555555555556,C,Early,20.46,64,31.2
3,7_3,0.375,C,Early,20.46,64,32.9
3,7_3,0.375,C,Early,20.46,64,34.1
3,7_3,0.37569444444444444,C,Early,20.46,64,33.3
3,7_5,0.3819444444444444,C,Early,20.46,64,33.1
3,7_5,0.3819444444444444,C,Early,20.46,64,34.1
3,7_5,0.3819444444444444,C,Early,20.46,64,33.3
3,7_5,0.38263888888888886,C,Early,20.46,64,34
3,7_5,0.38263888888888886,C,Early,20.46,64,34
3,8_2,0.39305555555555555,C,Early,20.46,64,32.7
3,8_2,0.39305555555555555,C,Early,20.46,64,32.9
3,8_2,0.39305555555555555,C,Early,20.46,64,33
3,8_2,0.39375,C,Early,20.46,64,32.4
3,8_2,0.39375,C,Early,20.46,64,33.7
3,8_4,0.40208333333333335,C,Early,20.46,64,33.1
3,8_4,0.40208333333333335,C,Early,20.46,64,32.2
3,8_4,0.40208333333333335,C,Early,20.46,64,33.4
3,8_4,0.4027777777777778,C,Early,20.46,64,33.3
3,8_4,0.40347222222222223,C,Early,20.46,64,33.6
3,8_6,0.40555555555555556,C,Early,20.46,64,33.8
3,8_6,0.40555555555555556,C,Early,20.46,64,34
3,8_6,0.40555555555555556,C,Early,20.46,64,34
3,8_6,0.40555555555555556,C,Early,20.46,64,34.5
3,8_6,0.40694444444444444,C,Early,20.46,64,34.5
3,9_1,0.3888888888888889,C,Early,20.46,64,34
3,9_1,0.3888888888888889,C,Early,20.46,64,32.2
3,9_1,0.38958333333333334,C,Early,20.46,64,34.1
3,9_1,0.38958333333333334,C,Early,20.46,64,34.9
3,9_1,0.3902777777777778,C,Early,20.46,64,35.4
4,6_2,0.4048611111111111,C,Early,22.950000000000003,41.4,32
4,6_2,0.4048611111111111,C,Early,22.950000000000003,41.4,32.6
4,6_2,0.4076388888888889,C,Early,22.950000000000003,41.4,32.9
4,6_2,0.4083333333333333,C,Early,22.950000000000003,41.4,34.2
4,6_2,0.44375,C,Early,22.950000000000003,41.4,34.4
4,6_4,0.3993055555555556,C,Early,22.950000000000003,41.4,32.2
4,6_4,0.4388888888888889,C,Early,22.950000000000003,41.4,32.8
4,6_4,0.4388888888888889,C,Early,22.950000000000003,41.4,34.6
4,6_4,0.44513888888888886,C,Early,22.950000000000003,41.4,34.5
4,6_4,0.44513888888888886,C,Early,22.950000000000003,41.4,35.4
4,6_6,0.4354166666666667,C,Early,22.950000000000003,41.4,33.5
4,6_6,0.4354166666666667,C,Early,22.950000000000003,41.4,33.3
4,6_6,0.4361111111111111,C,Early,22.950000000000003,41.4,34.4
4,6_6,0.43819444444444444,C,Early,22.950000000000003,41.4,34.1
4,6_6,0.43819444444444444,C,Early,22.950000000000003,41.4,34.7
4,7_1,0.40902777777777777,C,Early,22.950000000000003,41.4,32.5
4,7_1,0.4097222222222222,C,Early,22.950000000000003,41.4,33.9
4,7_1,0.41041666666666665,C,Early,22.950000000000003,41.4,33.5
4,7_1,0.4270833333333333,C,Early,22.950000000000003,41.4,34.8
4,7_1,0.42777777777777776,C,Early,22.950000000000003,41.4,35.5
4,7_3,0.40347222222222223,C,Early,22.950000000000003,41.4,32.4
4,7_3,0.4041666666666667,C,Early,22.950000000000003,41.4,32.8
4,7_3,0.40694444444444444,C,Early,22.950000000000003,41.4,33.8
4,7_3,0.43125,C,Early,22.950000000000003,41.4,34.6
4,7_3,0.43125,C,Early,22.950000000000003,41.4,35.7
4,7_5,0.4326388888888889,C,Early,22.950000000000003,41.4,33.7
4,7_5,0.4326388888888889,C,Early,22.950000000000003,41.4,33.7
4,7_5,0.4326388888888889,C,Early,22.950000000000003,41.4,34.1
4,7_5,0.43333333333333335,C,Early,22.950000000000003,41.4,35.8
4,7_5,0.43333333333333335,C,Early,22.950000000000003,41.4,35.6
4,8_2,0.41180555555555554,C,Early,22.950000000000003,41.4,31.7
4,8_2,0.41180555555555554,C,Early,22.950000000000003,41.4,31.4
4,8_2,0.4125,C,Early,22.950000000000003,41.4,32.9
4,8_2,0.4125,C,Early,22.950000000000003,41.4,32.1
4,8_2,0.4201388888888889,C,Early,22.950000000000003,41.4,32.8
4,8_4,0.41458333333333336,C,Early,22.950000000000003,41.4,33.9
4,8_4,0.4152777777777778,C,Early,22.950000000000003,41.4,33.5
4,8_4,0.41875,C,Early,22.950000000000003,41.4,35
4,8_4,0.41944444444444445,C,Early,22.950000000000003,41.4,34.5
4,8_4,0.41944444444444445,C,Early,22.950000000000003,41.4,34.5
4,8_6,0.4166666666666667,C,Early,22.950000000000003,41.4,33.4
4,8_6,0.4166666666666667,C,Early,22.950000000000003,41.4,32.6
4,8_6,0.4166666666666667,C,Early,22.950000000000003,41.4,33.5
4,8_6,0.41805555555555557,C,Early,22.950000000000003,41.4,33.8
4,8_6,0.41805555555555557,C,Early,22.950000000000003,41.4,35.1
4,9_1,0.4215277777777778,C,Early,22.950000000000003,41.4,33.2
4,9_1,0.4222222222222222,C,Early,22.950000000000003,41.4,33.7
4,9_1,0.42291666666666666,C,Early,22.950000000000003,41.4,33.8
4,9_1,0.4236111111111111,C,Early,22.950000000000003,41.4,34.4
4,9_1,0.42430555555555555,C,Early,22.950000000000003,41.4,34.6
5,6_2,0.3888888888888889,C,Mid,26.71,58,34.7
5,6_2,0.3888888888888889,C,Mid,26.71,58,35.3
5,6_2,0.3888888888888889,C,Mid,26.71,58,35.8
5,6_2,0.3888888888888889,C,Mid,26.71,58,35.2
5,6_2,0.38958333333333334,C,Mid,26.71,58,36.1
5,6_4,0.38125,C,Mid,26.71,58,30.9
5,6_4,0.38125,C,Mid,26.71,58,31.6
5,6_4,0.3819444444444444,C,Mid,26.71,58,33.2
5,6_4,0.3819444444444444,C,Mid,26.71,58,31.5
5,6_4,0.3819444444444444,C,Mid,26.71,58,32.4
5,6_6,0.375,C,Mid,26.71,58,29.6
5,6_6,0.37569444444444444,C,Mid,26.71,58,31.2
5,6_6,0.37569444444444444,C,Mid,26.71,58,32.4
5,6_6,0.3763888888888889,C,Mid,26.71,58,32.7
5,6_6,0.3763888888888889,C,Mid,26.71,58,33.8
5,7_1,0.3909722222222222,C,Mid,26.71,58,33.9
5,7_1,0.39166666666666666,C,Mid,26.71,58,33.8
5,7_1,0.39166666666666666,C,Mid,26.71,58,35.2
5,7_1,0.39166666666666666,C,Mid,26.71,58,36
5,7_1,0.3923611111111111,C,Mid,26.71,58,36.3
5,7_3,0.38263888888888886,C,Mid,26.71,58,32.9
5,7_3,0.38263888888888886,C,Mid,26.71,58,32.3
5,7_3,0.38333333333333336,C,Mid,26.71,58,32.9
5,7_3,0.38333333333333336,C,Mid,26.71,58,33.2
5,7_3,0.38333333333333336,C,Mid,26.71,58,34.8
5,7_5,0.3770833333333333,C,Mid,26.71,58,32.4
5,7_5,0.3770833333333333,C,Mid,26.71,58,33.3
5,7_5,0.37777777777777777,C,Mid,26.71,58,33.8
5,7_5,0.37777777777777777,C,Mid,26.71,58,33.4
5,7_5,0.37777777777777777,C,Mid,26.71,58,33.4
5,8_2,0.3659722222222222,C,Mid,26.71,58,31.1
5,8_2,0.3659722222222222,C,Mid,26.71,58,31.6
5,8_2,0.36666666666666664,C,Mid,26.71,58,31.7
5,8_2,0.36666666666666664,C,Mid,26.71,58,33.5
5,8_2,0.36944444444444446,C,Mid,26.71,58,33.9
5,8_4,0.36944444444444446,C,Mid,26.71,58,30.1
5,8_4,0.36944444444444446,C,Mid,26.71,58,31.1
5,8_4,0.36944444444444446,C,Mid,26.71,58,32.7
5,8_4,0.3701388888888889,C,Mid,26.71,58,31.8
5,8_4,0.3701388888888889,C,Mid,26.71,58,32.9
5,8_6,0.37222222222222223,C,Mid,26.71,58,30.1
5,8_6,0.37222222222222223,C,Mid,26.71,58,33.9
5,8_6,0.37222222222222223,C,Mid,26.71,58,32.7
5,8_6,0.37222222222222223,C,Mid,26.71,58,33.1
5,8_6,0.3729166666666667,C,Mid,26.71,58,33.9
5,9_1,0.36319444444444443,C,Mid,26.71,58,33.5
5,9_1,0.36319444444444443,C,Mid,26.71,58,34.5
5,9_1,0.36319444444444443,C,Mid,26.71,58,34.5
5,9_1,0.36319444444444443,C,Mid,26.71,58,34.7
5,9_1,0.3638888888888889,C,Mid,26.71,58,35
6,6_2,0.3909722222222222,C,Mid,25.174999999999997,55.349999999999994,32.8
6,6_2,0.3909722222222222,C,Mid,25.174999999999997,55.349999999999994,33.9
6,6_2,0.39166666666666666,C,Mid,25.174999999999997,55.349999999999994,34.7
6,6_2,0.3923611111111111,C,Mid,25.174999999999997,55.349999999999994,33.9
6,6_2,0.3923611111111111,C,Mid,25.174999999999997,55.349999999999994,35.8
6,6_4,0.37916666666666665,C,Mid,25.174999999999997,55.349999999999994,29.7
6,6_4,0.3798611111111111,C,Mid,25.174999999999997,55.349999999999994,30
6,6_4,0.3798611111111111,C,Mid,25.174999999999997,55.349999999999994,28.7
6,6_4,0.3798611111111111,C,Mid,25.174999999999997,55.349999999999994,33
6,6_4,0.38055555555555554,C,Mid,25.174999999999997,55.349999999999994,33.2
6,6_6,0.37222222222222223,C,Mid,25.174999999999997,55.349999999999994,31.5
6,6_6,0.37222222222222223,C,Mid,25.174999999999997,55.349999999999994,30.2
6,6_6,0.37222222222222223,C,Mid,25.174999999999997,55.349999999999994,31.4
6,6_6,0.37222222222222223,C,Mid,25.174999999999997,55.349999999999994,33
6,6_6,0.3729166666666667,C,Mid,25.174999999999997,55.349999999999994,32.4
6,7_1,0.3875,C,Mid,25.174999999999997,55.349999999999994,33.7
6,7_1,0.38819444444444445,C,Mid,25.174999999999997,55.349999999999994,35.3
6,7_1,0.38819444444444445,C,Mid,25.174999999999997,55.349999999999994,35.1
6,7_1,0.38819444444444445,C,Mid,25.174999999999997,55.349999999999994,35.6
6,7_1,0.38819444444444445,C,Mid,25.174999999999997,55.349999999999994,35.4
6,7_3,0.38263888888888886,C,Mid,25.174999999999997,55.349999999999994,31.5
6,7_3,0.38263888888888886,C,Mid,25.174999999999997,55.349999999999994,33
6,7_3,0.38333333333333336,C,Mid,25.174999999999997,55.349999999999994,31.2
6,7_3,0.3840277777777778,C,Mid,25.174999999999997,55.349999999999994,31.8
6,7_3,0.38472222222222224,C,Mid,25.174999999999997,55.349999999999994,32.8
6,7_5,0.3763888888888889,C,Mid,25.174999999999997,55.349999999999994,31.2
6,7_5,0.3763888888888889,C,Mid,25.174999999999997,55.349999999999994,31.7
6,7_5,0.3763888888888889,C,Mid,25.174999999999997,55.349999999999994,31.6
6,7_5,0.3763888888888889,C,Mid,25.174999999999997,55.349999999999994,32.4
6,7_5,0.3770833333333333,C,Mid,25.174999999999997,55.349999999999994,34.1
6,8_2,0.3611111111111111,C,Mid,25.174999999999997,55.349999999999994,31.9
6,8_2,0.36180555555555555,C,Mid,25.174999999999997,55.349999999999994,32.1
6,8_2,0.3625,C,Mid,25.174999999999997,55.349999999999994,30.6
6,8_2,0.3625,C,Mid,25.174999999999997,55.349999999999994,32.5
6,8_4,0.3645833333333333,C,Mid,25.174999999999997,55.349999999999994,29.7
6,8_4,0.3645833333333333,C,Mid,25.174999999999997,55.349999999999994,30.7
6,8_4,0.3645833333333333,C,Mid,25.174999999999997,55.349999999999994,30.8
6,8_4,0.49027777777777776,C,Mid,25.174999999999997,55.349999999999994,32
6,8_4,0.49027777777777776,C,Mid,25.174999999999997,55.349999999999994,32.4
6,8_6,0.3680555555555556,C,Mid,25.174999999999997,55.349999999999994,31.6
6,8_6,0.3680555555555556,C,Mid,25.174999999999997,55.349999999999994,32
6,8_6,0.36875,C,Mid,25.174999999999997,55.349999999999994,31.9
6,8_6,0.36875,C,Mid,25.174999999999997,55.349999999999994,33.9
6,8_6,0.36944444444444446,C,Mid,25.174999999999997,55.349999999999994,33.5
6,9_1,0.35555555555555557,C,Mid,25.174999999999997,55.349999999999994,33
6,9_1,0.35555555555555557,C,Mid,25.174999999999997,55.349999999999994,32.6
6,9_1,0.35625,C,Mid,25.174999999999997,55.349999999999994,32.2
6,9_1,0.35625,C,Mid,25.174999999999997,55.349999999999994,32.5
6,9_1,0.35694444444444445,C,Mid,25.174999999999997,55.349999999999994,32.7
7,6_2,0.3951388888888889,C,Mid,26.740000000000002,84.8,35.9
7,6_2,0.39791666666666664,C,Mid,26.740000000000002,84.8,36.2
7,6_2,0.39791666666666664,C,Mid,26.740000000000002,84.8,34.4
7,6_2,0.39791666666666664,C,Mid,26.740000000000002,84.8,34.8
7,6_2,0.39791666666666664,C,Mid,26.740000000000002,84.8,35.6
7,6_4,0.3611111111111111,C,Mid,26.740000000000002,84.8,31.2
7,6_4,0.3611111111111111,C,Mid,26.740000000000002,84.8,33
7,6_4,0.36180555555555555,C,Mid,26.740000000000002,84.8,30.7
7,6_4,0.39652777777777776,C,Mid,26.740000000000002,84.8,34
7,6_4,0.39652777777777776,C,Mid,26.740000000000002,84.8,32.6
7,6_6,0.40208333333333335,C,Mid,26.740000000000002,84.8,31.8
7,6_6,0.40555555555555556,C,Mid,26.740000000000002,84.8,32
7,6_6,0.4166666666666667,C,Mid,26.740000000000002,84.8,34.1
7,6_6,0.41805555555555557,C,Mid,26.740000000000002,84.8,33.2
7,6_6,0.42291666666666666,C,Mid,26.740000000000002,84.8,34.9
7,7_1,0.37083333333333335,C,Mid,26.740000000000002,84.8,32.9
7,7_1,0.37083333333333335,C,Mid,26.740000000000002,84.8,32.3
7,7_1,0.3715277777777778,C,Mid,26.740000000000002,84.8,33
7,7_1,0.37222222222222223,C,Mid,26.740000000000002,84.8,34.6
7,7_1,0.39305555555555555,C,Mid,26.740000000000002,84.8,33.9
7,7_3,0.36736111111111114,C,Mid,26.740000000000002,84.8,32.7
7,7_3,0.3680555555555556,C,Mid,26.740000000000002,84.8,33.1
7,7_3,0.3680555555555556,C,Mid,26.740000000000002,84.8,33.6
7,7_3,0.36875,C,Mid,26.740000000000002,84.8,34.1
7,7_3,0.36875,C,Mid,26.740000000000002,84.8,35.2
7,7_5,0.3659722222222222,C,Mid,26.740000000000002,84.8,33.1
7,7_5,0.3659722222222222,C,Mid,26.740000000000002,84.8,32.4
7,7_5,0.3902777777777778,C,Mid,26.740000000000002,84.8,33.6
7,7_5,0.40069444444444446,C,Mid,26.740000000000002,84.8,34.4
7,7_5,0.4048611111111111,C,Mid,26.740000000000002,84.8,35.3
7,8_2,0.38472222222222224,C,Mid,26.740000000000002,84.8,33.6
7,8_2,0.38472222222222224,C,Mid,26.740000000000002,84.8,34.3
7,8_2,0.3854166666666667,C,Mid,26.740000000000002,84.8,34.8
7,8_2,0.3854166666666667,C,Mid,26.740000000000002,84.8,34
7,8_2,0.3861111111111111,C,Mid,26.740000000000002,84.8,34.2
7,8_4,0.3763888888888889,C,Mid,26.740000000000002,84.8,31.1
7,8_4,0.3763888888888889,C,Mid,26.740000000000002,84.8,32.1
7,8_4,0.3770833333333333,C,Mid,26.740000000000002,84.8,31.6
7,8_4,0.3770833333333333,C,Mid,26.740000000000002,84.8,31.6
7,8_4,0.377083333333333,C,Mid,26.740000000000002,84.8,34.5
7,8_6,0.38819444444444445,C,Mid,26.740000000000002,84.8,31.9
7,8_6,0.3888888888888889,C,Mid,26.740000000000002,84.8,32.6
7,8_6,0.3888888888888889,C,Mid,26.740000000000002,84.8,33.8
7,8_6,0.38958333333333334,C,Mid,26.740000000000002,84.8,33.7
7,8_6,0.38958333333333334,C,Mid,26.740000000000002,84.8,34.4
7,9_1,0.38125,C,Mid,26.740000000000002,84.8,33.8
7,9_1,0.38125,C,Mid,26.740000000000002,84.8,34.2
7,9_1,0.38125,C,Mid,26.740000000000002,84.8,34.9
7,9_1,0.3819444444444444,C,Mid,26.740000000000002,84.8,36.3
7,9_1,0.38263888888888886,C,Mid,26.740000000000002,84.8,36.3
8,6_2,0.36666666666666664,C,Mid,29.130000000000003,81.75,31.7
8,6_2,0.36736111111111114,C,Mid,29.130000000000003,81.75,32.2
8,6_2,0.36736111111111114,C,Mid,29.130000000000003,81.75,33.6
8,6_2,0.3680555555555556,C,Mid,29.130000000000003,81.75,34.4
8,6_2,0.3680555555555556,C,Mid,29.130000000000003,81.75,35.3
8,6_4,0.3770833333333333,C,Mid,29.130000000000003,81.75,32.2
8,6_4,0.3770833333333333,C,Mid,29.130000000000003,81.75,32.3
8,6_4,0.37777777777777777,C,Mid,29.130000000000003,81.75,33.5
8,6_4,0.37777777777777777,C,Mid,29.130000000000003,81.75,33.5
8,6_4,0.37777777777777777,C,Mid,29.130000000000003,81.75,34.7
8,6_6,0.38680555555555557,C,Mid,29.130000000000003,81.75,35.2
8,6_6,0.41180555555555554,C,Mid,29.130000000000003,81.75,36.7
8,7_1,0.36180555555555555,C,Mid,29.130000000000003,81.75,30.4
8,7_1,0.3625,C,Mid,29.130000000000003,81.75,31.3
8,7_1,0.3625,C,Mid,29.130000000000003,81.75,32.7
8,7_1,0.3625,C,Mid,29.130000000000003,81.75,31.2
8,7_1,0.36319444444444443,C,Mid,29.130000000000003,81.75,33
8,7_3,0.3736111111111111,C,Mid,29.130000000000003,81.75,32.8
8,7_3,0.3736111111111111,C,Mid,29.130000000000003,81.75,33
8,7_3,0.37430555555555556,C,Mid,29.130000000000003,81.75,33.8
8,7_3,0.375,C,Mid,29.130000000000003,81.75,33.8
8,7_3,0.37569444444444444,C,Mid,29.130000000000003,81.75,34.5
8,7_5,0.3840277777777778,C,Mid,29.130000000000003,81.75,34.8
8,7_5,0.38472222222222224,C,Mid,29.130000000000003,81.75,34.4
8,7_5,0.3854166666666667,C,Mid,29.130000000000003,81.75,36.2
8,8_2,0.3958333333333333,C,Mid,29.130000000000003,81.75,34
8,8_2,0.3993055555555556,C,Mid,29.130000000000003,81.75,34.8
8,8_2,0.4076388888888889,C,Mid,29.130000000000003,81.75,33.6
8,8_2,0.4236111111111111,C,Mid,29.130000000000003,81.75,34.7
8,8_2,0.42430555555555555,C,Mid,29.130000000000003,81.75,35.9
8,8_4,0.39305555555555555,C,Mid,29.130000000000003,81.75,34.9
8,8_4,0.4173611111111111,C,Mid,29.130000000000003,81.75,35.8
8,8_4,0.4486111111111111,C,Mid,29.130000000000003,81.75,35.4
8,8_6,0.38958333333333334,C,Mid,29.130000000000003,81.75,33.1
8,8_6,0.3902777777777778,C,Mid,29.130000000000003,81.75,33.7
8,8_6,0.3902777777777778,C,Mid,29.130000000000003,81.75,34
8,8_6,0.3909722222222222,C,Mid,29.130000000000003,81.75,33.7
8,8_6,0.4111111111111111,C,Mid,29.130000000000003,81.75,34.2
8,9_1,0.4,C,Mid,29.130000000000003,81.75,34.3
8,9_1,0.40069444444444446,C,Mid,29.130000000000003,81.75,34
8,9_1,0.4013888888888889,C,Mid,29.130000000000003,81.75,32.7
8,9_1,0.40208333333333335,C,Mid,29.130000000000003,81.75,35.7
8,9_1,0.40208333333333335,C,Mid,29.130000000000003,81.75,35.5
9,6_2,0.46111111111111114,C,Mid,27.200000000000003,56.4,33.4
9,6_2,0.49444444444444446,C,Mid,27.200000000000003,56.4,35.6
9,6_2,0.5041666666666667,C,Mid,27.200000000000003,56.4,33.4
9,6_2,0.5173611111111112,C,Mid,27.200000000000003,56.4,34.8
9,6_2,0.04791666666666667,C,Mid,27.200000000000003,56.4,34.9
9,6_4,0.5048611111111111,C,Mid,27.200000000000003,56.4,29
9,6_4,0.5048611111111111,C,Mid,27.200000000000003,56.4,31.9
9,6_4,0.5055555555555555,C,Mid,27.200000000000003,56.4,31.6
9,6_4,0.5138888888888888,C,Mid,27.200000000000003,56.4,31.8
9,6_4,0.5138888888888888,C,Mid,27.200000000000003,56.4,34.2
9,6_6,0.46805555555555556,C,Mid,27.200000000000003,56.4,31.8
9,6_6,0.050694444444444445,C,Mid,27.200000000000003,56.4,32.4
